dataset,origin,Random,Saliency,GuidedBackprop,GI,DeepLift,DeepLiftShap,attn,rollout,EXITT
FingerMovements,0.57,0.46,0.47,0.58,0.0,0.0,0.0,0.54,0.56,0.0
HandMovementDirection,0.4729729729729729,0.3783783783783784,0.2027027027027027,0.2162162162162162,0.0,0.0135135135135135,0.0135135135135135,0.3648648648648648,0.3783783783783784,0.0
Heartbeat,0.751219512195122,0.7365853658536585,0.7609756097560976,0.7268292682926829,0.5463414634146342,0.5463414634146342,0.5463414634146342,0.7317073170731707,0.7268292682926829,0.6390243902439025
JapaneseVowels,0.9432432432432432,0.9108108108108108,0.845945945945946,0.9,0.3756756756756756,0.3324324324324324,0.3324324324324324,0.9243243243243244,0.9216216216216216,0.3837837837837838
Libras,0.8333333333333334,0.7111111111111111,0.4111111111111111,0.6555555555555556,0.35,0.3222222222222222,0.3222222222222222,0.7333333333333333,0.6944444444444444,0.3055555555555556
LSST,0.6021897810218978,0.5754257907542579,0.4975669099756691,0.5446066504460665,0.2704785077047851,0.1735604217356042,0.1735604217356042,0.5251419302514193,0.4971613949716139,0.3045417680454176
MotorImagery,0.61,0.59,0.47,0.39,0.02,0.02,,0.54,0.54,0.02
NATOPS,0.9166666666666666,0.8888888888888888,0.8944444444444445,0.6888888888888889,0.3666666666666666,0.3944444444444444,0.3944444444444444,0.8333333333333334,0.8333333333333334,0.3722222222222222
PEMS-SF,0.838150289017341,0.8439306358381503,0.7167630057803468,0.4855491329479768,0.0867052023121387,0.0346820809248554,0.0346820809248554,0.6820809248554913,0.6647398843930635,0.0578034682080924
PenDigits,0.940251572327044,0.8204688393367638,0.8161806746712407,0.8021726700971984,0.4879931389365352,0.4977129788450543,0.4977129788450543,0.839622641509434,0.7998856489422527,0.4113779302458548
RacketSports,0.8092105263157895,0.75,0.7960526315789473,0.7631578947368421,0.2236842105263158,0.25,0.25,0.7302631578947368,0.7302631578947368,0.1973684210526315
SelfRegulationSCP1,0.7986348122866894,0.8156996587030717,0.6962457337883959,0.9453924914675768,0.1911262798634812,0.1535836177474402,0.1535836177474402,0.764505119453925,0.7918088737201365,0.2218430034129692
SelfRegulationSCP2,0.5388888888888889,0.5111111111111111,0.5555555555555556,0.4277777777777777,0.1722222222222222,0.1444444444444444,0.1444444444444444,0.5277777777777778,0.5444444444444444,0.1888888888888888
UWaveGestureLibrary,0.81875,0.796875,0.7625,0.825,0.2125,0.209375,0.209375,0.79375,0.7625,0.26875
AppliancesEnergy,2.622692638118647,2.873174170520811,3.3009151634725287,4.541895496074918,4.665648530976118,4.683874941061191,4.683874941061191,2.791225844542229,2.778814556763612,5.252235300038704
LiveFuelMoistureContent,33.46629333496094,33.464447021484375,33.44227981567383,33.47071075439453,33.43379211425781,33.43379211425781,,,,33.45238494873047
IEEEPPG,26.89304542541504,26.89292907714844,26.8930721282959,26.89266014099121,26.89313316345215,26.89313316345215,,,,26.89245986938477
FloodModeling1,0.0184670987878667,0.0204198973740841,0.031731193924915,0.0314003746209207,0.0187069440130906,0.0186455331596506,0.018645530818299,0.0187208163989783,0.0188261922857366,0.0314192880426774
BenzeneConcentration,1.719572182722321,2.468001240042154,8.020238073149699,8.095914926737839,7.309578597294069,7.365547976700058,7.365547976700058,5.988855820853325,5.011223022966857,7.710244871374871
Covid3Month,0.043934819505245,0.0440939548403694,0.0430089358959158,0.043629576999366,0.0439541662092351,0.0437699009238398,0.0437699009238398,0.0429410533615522,0.0430354107906095,0.0435238656437387
BeijingPM10Quality,101.26024735952652,106.01817079662572,106.52913242248572,104.37934590503286,111.19363038187036,111.20231158371888,111.20231158371888,107.09566492306072,107.88999479359752,131.50017823181838
